iterations,fitness,time,fevals
0,0.0188763544884,1.77759993676e-05,11
10,0.0187130156503,3.34159994964e-05,21
20,0.0183725753164,5.15609990543e-05,31
30,0.0189060338961,6.51689988445e-05,41
40,0.0178778353977,8.05399995443e-05,51
50,0.0180037626447,9.5710000096e-05,61
60,0.0181978717163,0.000109216000055,71
70,0.0177569937263,0.000123663001432,81
80,0.0189922038833,0.000136376000228,91
90,0.019240868014,0.000150829000631,101
100,0.0198198061948,0.000165908999406,111
110,0.0205547723281,0.000179537999429,121
120,0.0214492867423,0.000193336998564,131
130,0.022358973766,0.000208183999348,141
140,0.0233362179923,0.000223724999159,151
150,0.0239378165117,0.000240918998315,161
160,0.0249419754073,0.000257997999142,171
170,0.0251996590266,0.000275573998806,181
180,0.025201122788,0.000292736998745,191
190,0.0264057150106,0.000308319999021,201
200,0.0265564218136,0.000325594999595,211
210,0.0274564813162,0.000343038998835,221
220,0.0274716391778,0.000359541998478,231
230,0.0290257667972,0.000377320997359,241
240,0.0291607350491,0.000395040997319,251
250,0.0295522423746,0.000411632998293,261
260,0.0295522423746,0.000429221998274,271
270,0.0295522423746,0.000454146998891,281
280,0.0297208027024,0.000472559999253,291
290,0.0297208027024,0.000492063998536,301
300,0.0297890323019,0.000510102998305,311
310,0.0297890323019,0.000527969998075,321
320,0.0301120826546,0.000545421997231,331
330,0.0301237329625,0.000566843997149,341
340,0.0301237329625,0.000585221996516,351
350,0.0301237329625,0.000602179996349,361
360,0.0303277419115,0.000618176994976,371
370,0.0303277419115,0.000635431993942,381
380,0.0309899570692,0.000651348995234,391
390,0.0311141422537,0.000668184993629,401
400,0.031160591033,0.00068574699435,411
410,0.0311974776104,0.000703133993738,421
420,0.0325238011634,0.00071981799374,431
430,0.0325238011634,0.000737605992981,441
440,0.0326408327612,0.000754881993998,451
450,0.0326408327612,0.000772733994381,461
460,0.0327766436251,0.000788534995081,471
470,0.0327766436251,0.000806044994533,481
480,0.0331679116127,0.000823284994112,491
490,0.0338157551837,0.000839419994008,501
500,0.0340422074037,0.000856679995195,511
510,0.0346788228919,0.000874214994838,521
520,0.0347530286848,0.00089229999503,531
530,0.0350480055936,0.000929169995288,541
540,0.0350711474243,0.00094809899565,551
550,0.0350711474243,0.000967321995631,561
560,0.0350711474243,0.000986476996331,571
570,0.035496458158,0.00100490899786,581
580,0.035496458158,0.00102448899815,591
590,0.0355503489816,0.00104309399831,601
600,0.0355503489816,0.0010619179975,611
610,0.0355503489816,0.0010834579989,621
620,0.0355774641597,0.00110334599958,631
630,0.0366915789264,0.00112270400132,641
640,0.0377963936487,0.00114379500155,651
650,0.0377963936487,0.00116502300079,661
660,0.0377963936487,0.00118403500164,671
670,0.0379921298615,0.00120334200074,681
680,0.0380912243349,0.0012222710011,691
690,0.0381591169488,0.00124033300199,701
700,0.0381591169488,0.0012605180018,711
710,0.0382247787383,0.00128364000011,721
720,0.0383752642987,0.00130895599978,731
730,0.0383752642987,0.00133267500132,741
740,0.0383752642987,0.00135187800151,751
750,0.0383752642987,0.00137136100057,761
760,0.038938649669,0.00139078500069,771
770,0.038938649669,0.00140995199945,781
780,0.0389413148139,0.00142902999869,791
790,0.0389413148139,0.00144774699947,801
800,0.0390572995802,0.00146596100058,811
810,0.0390572995802,0.00148423800056,821
820,0.039396347849,0.00150309500168,831
830,0.039396347849,0.00152101300228,841
840,0.039396347849,0.00154011200175,851
850,0.039396347849,0.00155874800294,861
860,0.039396347849,0.00157756000408,871
870,0.039396347849,0.00159655200514,881
880,0.0394580551177,0.00161736400514,891
890,0.0394580551177,0.0016365690044,901
900,0.0394580551177,0.001655003005,911
910,0.0394580551177,0.00167380600578,921
920,0.0394580551177,0.00169112300682,931
930,0.0398524233021,0.00170866500775,941
940,0.0398855539194,0.00172715000735,951
950,0.0398855539194,0.00174588600748,961
960,0.0398855539194,0.00176465900768,971
970,0.0398855539194,0.00178307800707,981
980,0.0398855539194,0.00180198400631,991
990,0.0400008128223,0.00181996200627,1001
1000,0.0400008128223,0.0018384400064,1011
1010,0.0400008128223,0.00185778000741,1021
1020,0.0400008128223,0.00187668900799,1031
1030,0.0401133006152,0.00189441100883,1041
1040,0.0406335626301,0.0019135580078,1051
1050,0.0406335626301,0.00193190000755,1061
1060,0.0406335626301,0.00195147700651,1071
1070,0.0406513816569,0.00197023400688,1081
1080,0.0406513816569,0.00198993200866,1091
1090,0.0408404825576,0.00200802800828,1101
1100,0.0408404825576,0.002027275008,1111
1110,0.0410857341163,0.00204535700868,1121
1120,0.0410857341163,0.0020644520082,1131
1130,0.0410857341163,0.00208379600735,1141
1140,0.0410857341163,0.00210406200858,1151
1150,0.0410857341163,0.00212439400821,1161
1160,0.0410857341163,0.0021438830081,1171
1170,0.0414743886327,0.00216318300954,1181
1180,0.0421723065418,0.00218283300819,1191
1190,0.0421723065418,0.0022035240072,1201
1200,0.0421723065418,0.00222448900604,1211
1210,0.0421723065418,0.00224818400602,1221
1220,0.0421723065418,0.00226762700549,1231
1230,0.0424254276449,0.0022855150055,1241
1240,0.0424254276449,0.00237245900644,1251
1250,0.0424254276449,0.00240329900589,1261
1260,0.0424254276449,0.00242832700678,1271
1270,0.0424473453657,0.00245272800748,1281
1280,0.0424473453657,0.00247391800804,1291
1290,0.0424899644217,0.00250798800698,1301
1300,0.0425436971154,0.00252818600711,1311
1310,0.0425436971154,0.00255204700807,1321
1320,0.0428343805579,0.00257371000771,1331
1330,0.0428745857653,0.00259325400839,1341
1340,0.0428745857653,0.00261512800898,1351
1350,0.0428745857653,0.00263767600882,1361
1360,0.0428745857653,0.00266509500943,1371
1370,0.0428745857653,0.00268453900935,1381
1380,0.0428745857653,0.00270419501066,1391
1390,0.0428745857653,0.00272661101008,1401
1400,0.0428745857653,0.00274495601116,1411
1410,0.042923763469,0.00276191601188,1421
1420,0.042923763469,0.00277911001103,1431
1430,0.0431293145348,0.00279754001167,1441
1440,0.0433734677053,0.00281495401214,1451
1450,0.043406190102,0.0028324440118,1461
1460,0.043406190102,0.00289540201265,1471
1470,0.043406190102,0.0029143580141,1481
1480,0.0445847027504,0.00293221701395,1491
1490,0.0449724468387,0.00295090601321,1501
1500,0.0449724468387,0.00296924301438,1511
1510,0.0449724468387,0.0029883180141,1521
1520,0.0449724468387,0.00300657801381,1531
1530,0.0452560234994,0.00302422501409,1541
1540,0.0452560234994,0.00304436701481,1551
1550,0.0454415516435,0.00306697901397,1561
1560,0.0463972750179,0.0030891550141,1571
1570,0.0468402011962,0.00311665501431,1581
1580,0.0468441588014,0.00314900501326,1591
1590,0.0468441588014,0.00318214001163,1601
1600,0.0468441588014,0.00321710801109,1611
1610,0.0468441588014,0.00323688401113,1621
1620,0.0468886576178,0.00325562201033,1631
1630,0.0468886576178,0.00327428700984,1641
1640,0.0468886576178,0.00329452601,1651
1650,0.0468886576178,0.00331295000979,1661
1660,0.0468886576178,0.0033319080103,1671
1670,0.0468940377455,0.00335001801068,1681
