iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.118105948686,0.118987082581,0.620489423476,0.605306799337,0.026231524
10,0.118118429408,0.119003719089,0.620351168257,0.605306799337,0.258720423
20,0.118206539733,0.119144992239,0.619936402599,0.604754007739,0.509824264
30,0.11819900779,0.119136857581,0.619936402599,0.604754007739,0.722184432
40,0.118199736431,0.119147949588,0.61979814738,0.604754007739,0.942367813
50,0.118149316661,0.119052180647,0.620074657818,0.604754007739,1.153700269
60,0.117949064171,0.118849049403,0.621318954791,0.606412382532,1.361165258
70,0.117917940221,0.118791662123,0.62145721001,0.606412382532,1.570428581
80,0.117917320569,0.11879138023,0.62145721001,0.606412382532,1.780420036
90,0.117895737317,0.118774825716,0.62145721001,0.606412382532,1.989839554
100,0.117883285259,0.118762648362,0.621733720448,0.606412382532,2.197741601
110,0.11394966274,0.114497229588,0.622563251763,0.608623548922,2.40603424
120,0.113151973217,0.113738619234,0.624775335269,0.613045881703,2.622538483
130,0.157897461783,0.157340117841,0.312595050463,0.332227750138,2.842968526
140,0.109761317646,0.110627468891,0.639292133278,0.630182421227,3.049567912
150,0.109743116091,0.110609090484,0.639430388497,0.630182421227,3.257273166
160,0.109750195123,0.110613470071,0.639430388497,0.630182421227,3.476438694
170,0.10974340345,0.110609186413,0.639430388497,0.630182421227,3.686267928
180,0.10941090203,0.110359674364,0.642748513756,0.63184079602,3.896276506
190,0.109408715151,0.110349142985,0.642333748099,0.63184079602,4.104401648
200,0.109366641745,0.110302370225,0.643025024195,0.63184079602,4.318683796
210,0.109359495875,0.110292889296,0.643025024195,0.63184079602,4.530150758
220,0.0927274738846,0.09428015466,0.759159408268,0.747374239912,4.742206817
230,0.0893572309642,0.0914061651898,0.782109774644,0.766169154229,4.955579353
240,0.0893552616463,0.0914052606529,0.782109774644,0.766169154229,5.168085524
250,0.0893425073374,0.0913934708807,0.782248029863,0.766169154229,5.380216898
260,0.0893334797379,0.091384128554,0.782248029863,0.766169154229,5.59477555
270,0.089300556876,0.0913475005416,0.782386285082,0.766721945826,5.807397886
280,0.0892930387051,0.0913388195192,0.782386285082,0.767274737424,6.017241849
290,0.0892933986248,0.0913403632778,0.782386285082,0.767274737424,6.228256626
300,0.0892925398023,0.0913513028952,0.782248029863,0.767274737424,6.441523651
310,0.0892485652879,0.0912751922807,0.782386285082,0.767274737424,6.65506273
320,0.0891843606324,0.0912287180312,0.782386285082,0.767274737424,6.867968095
330,0.0891763635747,0.0912210425972,0.782386285082,0.767274737424,7.083427914
340,0.088967547055,0.0910704748985,0.792202405641,0.774461028192,7.297880223
350,0.088939956209,0.091057108976,0.792617171298,0.77501381979,7.506727732
360,0.0853253797399,0.0872440494482,0.828563528273,0.807628524046,7.714962847
370,0.085321746993,0.0872399023475,0.828563528273,0.807628524046,7.925113872
380,0.0853180576587,0.0872371600256,0.828563528273,0.807628524046,8.135526966
390,0.0853179969019,0.087237090233,0.828563528273,0.807628524046,8.345096617
400,0.0791079235831,0.08161815431,0.809760818471,0.793808734107,8.55314057
410,0.0790812254044,0.0815986699289,0.810037328909,0.793808734107,8.763766342
420,0.0787796165066,0.0813914126125,0.811005115443,0.7954671089,8.974405363
430,0.0787698583108,0.0813825718945,0.811281625881,0.7954671089,9.188495918
440,0.0742183388335,0.0766285667494,0.859809207798,0.847982310669,9.401887645
450,0.0742138742007,0.0766258954625,0.859809207798,0.847982310669,9.614939292
460,0.0742011588286,0.0766159694371,0.859947463017,0.847982310669,9.831568952
470,0.074174879013,0.07659392041,0.859947463017,0.847982310669,10.045145292
480,0.0741726882383,0.0765912689186,0.859947463017,0.847982310669,10.261183132
490,0.0741406132995,0.0765622886282,0.859947463017,0.847982310669,10.474475572
500,0.0741412180511,0.0765645141616,0.859947463017,0.847982310669,10.69696744
510,0.0741366345958,0.0765592823765,0.860085718236,0.848535102266,10.911495749
520,0.0741294302996,0.076553008852,0.860085718236,0.848535102266,11.127029505
530,0.0740832312094,0.0765052995002,0.860085718236,0.848535102266,11.341529555
540,0.0740597202274,0.0764763447698,0.860085718236,0.848535102266,11.557682701
550,0.0740593136405,0.0764761905005,0.860085718236,0.848535102266,11.771591035
560,0.0740584299314,0.07647348249,0.860085718236,0.848535102266,11.986218878
570,0.0740541886969,0.0764695881909,0.860085718236,0.848535102266,12.198391135
580,0.0740105043438,0.0764199069234,0.860085718236,0.848535102266,12.412826982
590,0.0736147401671,0.0760100290491,0.860915249551,0.848535102266,12.626789322
600,0.0736174574482,0.0760122795398,0.860915249551,0.848535102266,12.842411193
610,0.0736054289026,0.0760023386487,0.860915249551,0.848535102266,13.058178261
620,0.0734679649687,0.0759357029652,0.861744780865,0.849087893864,13.272302067
630,0.0734649249971,0.0759344382632,0.861744780865,0.849087893864,13.488877235
640,0.071447703855,0.073806904054,0.883174339831,0.872305140962,13.705732173
650,0.071054196329,0.073543925507,0.883174339831,0.872305140962,13.917076815
660,0.0707400884809,0.073266290719,0.883174339831,0.872305140962,14.128515537
670,0.0707401436456,0.0732662907253,0.883174339831,0.872305140962,14.350943786
680,0.0707245995511,0.0732560745778,0.883174339831,0.872305140962,14.561428933
690,0.0707175207952,0.0732530083858,0.883174339831,0.872305140962,14.770037305
700,0.0615790855874,0.0648233900177,0.883174339831,0.872305140962,14.983486831
710,0.0615236878133,0.0647603417069,0.883174339831,0.872305140962,15.194862207
720,0.0573668684272,0.0609355350354,0.883174339831,0.872305140962,15.407543307
730,0.0573639658668,0.0609354382124,0.88331259505,0.872305140962,15.617209514
740,0.0565957921499,0.0601055822683,0.88345085027,0.872857932559,15.829447613
750,0.0565933831455,0.0601045632479,0.88345085027,0.872857932559,16.041925814
760,0.0565677646976,0.0600881460211,0.88345085027,0.872857932559,16.252593084
770,0.0565526317852,0.0600657764107,0.88345085027,0.872857932559,16.464095903
780,0.0553460103473,0.0588313744295,0.88345085027,0.872857932559,16.678036272
790,0.0553546958158,0.0588418854567,0.88345085027,0.872857932559,16.890713441
800,0.0553427755583,0.0588310324041,0.88345085027,0.872857932559,17.103953955
810,0.0553434597607,0.0588330269497,0.88345085027,0.872857932559,17.317293532
820,0.0541828237023,0.0575918701038,0.88345085027,0.872857932559,17.530705855
830,0.0541717529004,0.0575818863163,0.88345085027,0.872857932559,17.743149959
840,0.0540780748396,0.0572584145107,0.88345085027,0.872857932559,17.962255729
850,0.0540772617335,0.0572579329305,0.88345085027,0.872857932559,18.176153933
860,0.0540751041756,0.05725651258,0.88345085027,0.872857932559,18.389760137
870,0.0540666659053,0.0572539468896,0.88345085027,0.872857932559,18.60242867
880,0.0540624128415,0.0572448315199,0.88345085027,0.872857932559,18.815974204
890,0.0540192304604,0.057224789663,0.88345085027,0.872857932559,19.030114117
900,0.0540147012569,0.0572201681938,0.88345085027,0.872857932559,19.24307453
910,0.0539775676796,0.0571727413215,0.88345085027,0.872857932559,19.455802241
920,0.0539752331138,0.0571700690503,0.88345085027,0.872857932559,19.671722851
930,0.0539707277185,0.0571716883017,0.88345085027,0.872857932559,19.884344746
940,0.0527476054763,0.056654759335,0.88345085027,0.872857932559,20.097712576
950,0.0527382632171,0.0566426881044,0.88345085027,0.872857932559,20.310671113
960,0.0527309249983,0.0566473600677,0.88345085027,0.872857932559,20.521965582
970,0.0527294584814,0.0566457552711,0.88345085027,0.872857932559,20.73683836
980,0.0526373480428,0.0565200098135,0.88345085027,0.872857932559,20.948171889
990,0.0526367192309,0.05651944954,0.88345085027,0.872857932559,21.161329032
1000,0.0526368835185,0.0565198357691,0.88345085027,0.872857932559,21.377832549
1010,0.052625298694,0.0564927576039,0.88345085027,0.872857932559,21.598341806
1020,0.051552751795,0.0553686634067,0.88345085027,0.872857932559,21.815438235
1030,0.0515349958992,0.0553720733182,0.88345085027,0.872857932559,22.030067523
1040,0.0515286131945,0.0553736530106,0.88345085027,0.872857932559,22.248120727
1050,0.0515272699266,0.0553719052142,0.88345085027,0.872857932559,22.463139592
1060,0.0515268105592,0.0553716419508,0.88345085027,0.872857932559,22.680281534
1070,0.05152555994,0.0553709615891,0.88345085027,0.872857932559,22.897786284
1080,0.0515214972311,0.0553644737713,0.88345085027,0.872857932559,23.11513722
1090,0.0515217338196,0.0553648834146,0.88345085027,0.872857932559,23.331749918
1100,0.0515064232329,0.0553562129918,0.88345085027,0.872857932559,23.546701378
1110,0.0515064243537,0.055356509134,0.88345085027,0.872857932559,23.766293716
1120,0.0514984423085,0.0553473829299,0.88345085027,0.872857932559,23.985017847
1130,0.0514985247334,0.0553474395777,0.88345085027,0.872857932559,24.202827956
1140,0.0514957450727,0.0553466027134,0.88345085027,0.872857932559,24.421779736
1150,0.0514948406692,0.0553459975927,0.88345085027,0.872857932559,24.637298634
1160,0.0514947207612,0.0553456471804,0.88345085027,0.872857932559,24.854407091
1170,0.051494113812,0.0553445209016,0.88345085027,0.872857932559,25.075204873
1180,0.0514935376152,0.0553443708682,0.88345085027,0.872857932559,25.300137851
1190,0.0514902541583,0.0553415920589,0.88345085027,0.872857932559,25.518225821
1200,0.0517286166671,0.0556167314905,0.88345085027,0.872857932559,25.735642179
1210,0.0514839837346,0.0553343672788,0.88345085027,0.872857932559,25.953459852
1220,0.0514831885262,0.0553314652719,0.88345085027,0.872857932559,26.170430564
1230,0.0514820298335,0.0553308315201,0.88345085027,0.872857932559,26.387990078
1240,0.0514814907219,0.0553306877199,0.88345085027,0.872857932559,26.605169986
1250,0.0514806737116,0.0553285548797,0.88345085027,0.872857932559,26.823701935
1260,0.0514781752431,0.0553262962949,0.88345085027,0.872857932559,27.04135812
1270,0.0514763066399,0.0553266127268,0.88345085027,0.872857932559,27.259774472
1280,0.0514571001374,0.0553258908263,0.88345085027,0.872857932559,27.478515713
1290,0.0514561259003,0.0553260884109,0.88345085027,0.872857932559,27.694781652
