iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.0972923585376,0.098684496233,0.791925895203,0.77722498618,0.198400825
10,0.0796925315275,0.081781131836,0.88345085027,0.872857932559,1.998362753
20,0.0611390549412,0.0649138046792,0.88345085027,0.872857932559,3.699699347
30,0.0611648370101,0.0649320065338,0.88345085027,0.872857932559,5.492794668
40,0.0546243216053,0.0588343382172,0.88345085027,0.872857932559,7.266143838
50,0.0624508474058,0.0661280262371,0.88345085027,0.872857932559,8.996714254
60,0.0543904715503,0.0587836027131,0.88345085027,0.872857932559,10.832168169
70,0.0565806391727,0.0608166729171,0.88345085027,0.872857932559,12.658556603
80,0.056557850647,0.0607122163937,0.88345085027,0.872857932559,14.378513194
90,0.0545904698536,0.0588989691872,0.88345085027,0.872857932559,16.151654186
100,0.0545901158906,0.0588970864034,0.88345085027,0.872857932559,18.040500332
110,0.0545902597757,0.0588979688246,0.88345085027,0.872857932559,19.845738239
120,0.0553303020438,0.0596681937157,0.88345085027,0.872857932559,21.690169836
130,0.0545647424059,0.0586380096187,0.88345085027,0.872857932559,23.414769857
140,0.0534443066689,0.0579264319309,0.88345085027,0.872857932559,25.323935902
150,0.0530441675015,0.0575176772114,0.88345085027,0.872857932559,27.101473153
160,0.0534730654142,0.0579193264691,0.88345085027,0.872857932559,29.007570857
170,0.0545605867969,0.0586059455257,0.88345085027,0.872857932559,30.853503205
180,0.0545572960105,0.0585957845012,0.88345085027,0.872857932559,32.81484314
190,0.0545716054151,0.0586096060676,0.88345085027,0.872857932559,34.776825054
200,0.0545704199974,0.0586071424609,0.88345085027,0.872857932559,36.633223045
210,0.0545713008401,0.0586042543651,0.88345085027,0.872857932559,38.45919028
220,0.0545305552449,0.0585793718925,0.88345085027,0.872857932559,40.343357683
230,0.0545726728817,0.0586073662066,0.88345085027,0.872857932559,42.249895342
240,0.0545671857466,0.0586088257452,0.88345085027,0.872857932559,44.034949969
250,0.0545715607689,0.0586067069784,0.88345085027,0.872857932559,45.982556565
260,0.0555268354579,0.0594572286801,0.88345085027,0.872857932559,47.973298063
270,0.0553926733597,0.0593013798681,0.88345085027,0.872857932559,49.823542594
280,0.0540947893037,0.057762753284,0.88345085027,0.872857932559,51.621893859
290,0.0540936639468,0.0577629026742,0.88345085027,0.872857932559,53.485312577
300,0.0546332612778,0.0583805588836,0.88345085027,0.872857932559,55.325907707
310,0.054083403364,0.0577545136847,0.88345085027,0.872857932559,57.104004942
320,0.0544933400992,0.0582267673005,0.88345085027,0.872857932559,58.937136023
330,0.0540796376241,0.057746177416,0.88345085027,0.872857932559,60.808054395
340,0.0528008446447,0.056889185403,0.88345085027,0.872857932559,62.634524332
350,0.0540803164677,0.0577465580451,0.88345085027,0.872857932559,64.490511059
360,0.0540790714713,0.0577360663572,0.88345085027,0.872857932559,66.310903105
370,0.0540805998867,0.0577452117925,0.88345085027,0.872857932559,68.031226287
380,0.0540773744624,0.0577363944211,0.88345085027,0.872857932559,69.932644662
390,0.0540784161988,0.0577375738912,0.88345085027,0.872857932559,71.723712808
400,0.0538226287886,0.0576269763575,0.88345085027,0.872857932559,73.572844182
410,0.0540791223707,0.0577379177598,0.88345085027,0.872857932559,75.314777753
420,0.0525894053732,0.0566842512654,0.88345085027,0.872857932559,77.149583308
430,0.0526873790853,0.0567511159536,0.88345085027,0.872857932559,79.214638112
440,0.0526891163457,0.0567553696947,0.88345085027,0.872857932559,81.048659465
450,0.0526584569347,0.0567207190348,0.88345085027,0.872857932559,82.857150476
460,0.0526563608916,0.0567225121241,0.88345085027,0.872857932559,84.785955104
470,0.0526572773811,0.0567277049419,0.88345085027,0.872857932559,86.611838286
480,0.0527788932611,0.056847194241,0.88345085027,0.872857932559,88.36305767
490,0.0526105842144,0.0567026249315,0.88345085027,0.872857932559,90.267403312
